resid_mean,resid_mean_t,resid_mean_p,durbin_watson,ar1_coef,ar1_p,n_obs
-1.7987165758402538e-14,-3.494688753042238e-14,0.9999999999999721,0.10315842260736582,0.9484895589230036,1.0189918205788908e-71,143.0
